date,INDPRO,INDPRO Trend,dindprod3,INDPRO Monthly,INDPRO Quarterly,INDPRO Forecast Surprise,INDPRO Forecast Surprise Normalized,INDPRO Forecast Surprise Signal,INDPRO Trend Surprise,INDPRO Trend Surprise Normalized,INDPRO Trend Surprise Signal,INDPRO Combined Surprise Normalized,INDPRO Combined Surprise Signal,CPURNSA Index,CPURNSA Index Trend,CPI SPF Forecast,CPURNSA Index Monthly,CPURNSA Index Quarterly,CPI Forecast Surprise,CPI Forecast Surprise Normalized,CPI Forecast Surprise Signal,CPI Trend Surprise,CPI Trend Surprise Normalized,CPI Trend Surprise Signal,CPI Combined Surprise Normalized,CPI Combined Surprise Signal
1982-04-30,50.458999999999996,-0.029701343014289394,0.08722300000000001,-0.10138156324758485,-0.07194613516961845,-0.15916913516961845,-2.6525628878138647,0.0,-0.07168022023329546,-0.836469547194575,0.0,-1.74451621750422,0.0,94.9,0.06787457571640809,0.063,0.051992992734134935,0.11009386633510054,0.04709386633510054,1.4246820380618224,1.0,-0.015881582982273157,-0.40409789166831916,0.0,0.5102920731967516,1.0
1982-05-31,50.1366,-0.03397645521722692,0.08722300000000001,-0.07403435039075212,-0.07194613516961845,-0.15916913516961845,-2.6525628878138647,0.0,-0.040057895173525204,-0.4674540525728224,0.0,-1.5600084701933437,0.0,95.8,0.0651728332033108,0.063,0.11993175714623128,0.11009386633510054,0.04709386633510054,1.4246820380618224,1.0,0.05475892394292048,1.3933098319014543,1.0,1.4089959349816383,1.0
1982-06-30,49.968999999999994,-0.045878292566011614,0.08722300000000001,-0.03938502994698856,-0.07194613516961845,-0.15916913516961845,-2.6525628878138647,0.0,0.006493262619023055,0.07577287604686771,1.0,-1.2883950058834985,0.0,97.0,0.0668984002541837,0.063,0.16111357411395244,0.11009386633510054,0.04709386633510054,1.4246820380618224,1.0,0.09421517385976874,2.3972517829231754,1.0,1.910966910492499,1.0
1982-07-31,49.8127,-0.05358603597060507,0.057956,-0.036896213259270394,-0.058040958125639475,-0.11599695812563948,-1.933096048398337,0.0,0.01668982271133468,0.19476123818636357,1.0,-0.8691674051059868,0.0,97.5,0.07074337524468377,0.059000000000000004,0.06363979386883134,0.03763313121338907,-0.021366868786610933,-0.6463897857377611,0.0,-0.00710358137585243,-0.1807466082241532,0.0,-0.41356819698095715,0.0
1982-08-31,49.378,-0.06272845277678896,0.057956,-0.09983742110568317,-0.058040958125639475,-0.11599695812563948,-1.933096048398337,0.0,-0.03710896832889421,-0.43304166524462834,0.0,-1.1830688568214827,0.0,97.7,0.06449685419097251,0.059000000000000004,0.024895004325550696,0.03763313121338907,-0.021366868786610933,-0.6463897857377611,0.0,-0.03960184986542181,-1.007646659318826,0.0,-0.8270182225282936,0.0
1982-09-30,49.2276,-0.07083111068455816,0.057956,-0.03594455319185752,-0.058040958125639475,-0.11599695812563948,-1.933096048398337,0.0,0.03488655749270064,0.40710732827160023,1.0,-0.7629943600633684,0.0,97.9,0.0585916205954482,0.059000000000000004,0.024843467047607204,0.03763313121338907,-0.021366868786610933,-0.6463897857377611,0.0,-0.033748153547841,-0.8587026690981208,0.0,-0.7525462274179409,0.0
1982-10-31,48.785,-0.06818204185233101,0.073635,-0.10271221615670278,-0.0778572728629453,-0.1514922728629453,-2.524627531327583,0.0,-0.034530174304371775,-0.4029485284911451,0.0,-1.463788029909364,0.0,98.2,0.050503582839840355,0.057999999999999996,0.037398347373635676,-0.012201179031508191,-0.07020117903150819,-2.1237236735945824,0.0,-0.013105235466204679,-0.33345530024439646,0.0,-1.2285894869194893,0.0
1982-11-30,48.5953,-0.07022844432140696,0.073635,-0.04567676272952248,-0.0778572728629453,-0.1514922728629453,-2.524627531327583,0.0,0.024551681591884478,0.2865048951745503,1.0,-1.1190613180765163,0.0,98.0,0.051464845113448954,0.057999999999999996,-0.024168001703146924,-0.012201179031508191,-0.07020117903150819,-2.1237236735945824,0.0,-0.07563284681659588,-1.9244349869640511,0.0,-2.0240793302793167,0.0
1982-12-31,48.2401,-0.06318732291859597,0.073635,-0.08427054827061764,-0.0778572728629453,-0.1514922728629453,-2.524627531327583,0.0,-0.021083225352021673,-0.2460298797382193,0.0,-1.385328705532901,0.0,97.6,0.045982250676759095,0.057999999999999996,-0.04789487323980557,-0.012201179031508191,-0.07020117903150819,-2.1237236735945824,0.0,-0.09387712391656466,-2.388650293419274,0.0,-2.256186983506928,0.0
1983-01-31,49.1748,-0.05973003320533932,0.059684999999999995,0.258962616097989,0.08777426960982582,0.028089269609825822,0.46810931047292453,1.0,0.3186926493033283,3.7189714985441644,1.0,2.0935404045085444,1.0,97.8,0.038417683972133965,0.05,0.024869208987325697,0.012351886611431162,-0.03764811338856884,-1.1389294421051133,0.0,-0.013548474984808268,-0.3447332789680359,0.0,-0.7418313605365746,0.0
1983-02-28,48.8671,-0.021958024631344775,0.059684999999999995,-0.07255626087717815,0.08777426960982582,0.028089269609825822,0.46810931047292453,1.0,-0.05059823624583337,-0.5904541535118908,0.0,-0.06117242151948313,0.0,97.9,0.03723582761807931,0.05,0.012339177097834275,0.012351886611431162,-0.03764811338856884,-1.1389294421051133,0.0,-0.024896650520245034,-0.633481183586271,0.0,-0.8862053128456922,0.0
1983-03-31,49.2655,-0.04710730742735125,0.059684999999999995,0.10234094024708851,0.08777426960982582,0.028089269609825822,0.46810931047292453,1.0,0.14944824767443976,1.7439805242561839,1.0,1.1060449173645541,1.0,97.9,0.03500561264430346,0.05,0.0,0.012351886611431162,-0.03764811338856884,-1.1389294421051133,0.0,-0.03500561264430346,-0.8906980042172212,0.0,-1.0148137231611671,0.0
1983-04-30,49.8681,-0.03194113899921436,0.090511,0.15706863769616808,0.10476296720376088,0.014251967203760887,0.23750986171251365,1.0,0.18900977669538244,2.205642251281706,1.0,1.2215760564971099,1.0,98.6,0.03609709360729685,0.042,0.08925779780536636,0.06699296443082003,0.024992964430820032,0.756086307485191,1.0,0.05316070419806951,1.3526440349190103,1.0,1.0543651712021007,1.0
1983-05-31,50.207,-0.011259799337489995,0.090511,0.08466943589587195,0.10476296720376088,0.014251967203760887,0.23750986171251365,1.0,0.09592923523336194,1.119442486326232,1.0,0.6784761740193728,1.0,99.2,0.039114852510309106,0.042,0.07551652245393381,0.06699296443082003,0.024992964430820032,0.756086307485191,1.0,0.036401669943624704,0.9262198921759701,1.0,0.8411530998305805,1.0
1983-06-30,50.508,0.0018685420686725962,0.090511,0.07436239472332584,0.10476296720376088,0.014251967203760887,0.23750986171251365,1.0,0.07249385265465325,0.8459641991482231,1.0,0.5417370304303684,1.0,99.5,0.03560018121562636,0.042,0.036900068334349445,0.06699296443082003,0.024992964430820032,0.756086307485191,1.0,0.0012998871187230865,0.033074892135696976,1.0,0.394580599810444,1.0
1983-07-31,51.273999999999994,0.011262715039936255,0.118396,0.1979655441337851,0.17909528991285284,0.06069928991285284,1.0115571939742536,1.0,0.18670282909384883,2.1787214158074857,1.0,1.5951393048908695,1.0,99.9,0.025831145830572888,0.045,0.04932226921310923,0.04912094914632892,0.00412094914632892,0.12466681301477979,1.0,0.02349112338253634,0.5977183409486918,1.0,0.3611925769817358,1.0
1983-08-31,51.8458,0.029900964180256562,0.118396,0.14234312860477583,0.17909528991285284,0.06069928991285284,1.0115571939742536,1.0,0.11244216442451926,1.3121394724463653,1.0,1.1618483332103096,1.0,100.2,0.024670374013945118,0.045,0.03663722412599735,0.04912094914632892,0.00412094914632892,0.12466681301477979,1.0,0.01196685011205223,0.3044897291150849,1.0,0.21457827106493232,1.0
1983-09-30,52.6317,0.050510330194724284,0.118396,0.197859310401715,0.17909528991285284,0.06069928991285284,1.0115571939742536,1.0,0.14734898020699072,1.7194832040439652,1.0,1.3655201990091093,1.0,100.7,0.025644019514008853,0.045,0.061551304303146814,0.04912094914632892,0.00412094914632892,0.12466681301477979,1.0,0.03590728478913796,0.9136405416903667,1.0,0.5191536773525732,1.0
1983-10-31,53.0647,0.06971482743859703,0.083002,0.10331566532315106,0.07014239491468044,-0.012859605085319567,-0.2143060660907083,0.0,0.033600837884554036,0.3921036732194074,1.0,0.08889880356434957,1.0,101.0,0.028660120526821098,0.0455,0.036341378412358516,0.02404702265086378,-0.021452977349136218,-0.6489947390342302,0.0,0.007681257885537418,0.19544526010857668,1.0,-0.22677473946282678,0.0
1983-11-30,53.2564,0.08817430399980952,0.083002,0.04422265405044845,0.07014239491468044,-0.012859605085319567,-0.2143060660907083,0.0,-0.04395164994936107,-0.5128920727634644,0.0,-0.3635990694270863,0.0,101.2,0.028572682681287764,0.0455,0.024022890268461605,0.02404702265086378,-0.021452977349136218,-0.6489947390342302,0.0,-0.004549792412826159,-0.11576689323751589,0.0,-0.38238081613587305,0.0
1983-12-31,53.5313,0.09630721721496704,0.083002,0.06373099293215678,0.07014239491468044,-0.012859605085319567,-0.2143060660907083,0.0,-0.03257622428281026,-0.38014698457209894,0.0,-0.2972265253314036,0.0,101.3,0.0327022040191538,0.0455,0.011922364311462541,0.02404702265086378,-0.021452977349136218,-0.6489947390342302,0.0,-0.02077983970769126,-0.5287312621453665,0.0,-0.5888630005897983,0.0
1984-01-31,54.5975,0.10995231693122398,0.052277,0.2670087091962219,0.12285430460280988,0.07057730460280989,1.1761748828492862,1.0,0.1570563922649979,1.8327634721871804,1.0,1.5044691775182333,1.0,101.9,0.037935868584363375,0.05,0.07343774884416665,0.052329297664185814,0.0023292976641858115,0.07046583348777832,1.0,0.035501880259803276,0.9033252528580261,1.0,0.48689554317290223,1.0
1984-02-29,54.8377,0.11054810572296869,0.052277,0.05408999804988368,0.12285430460280988,0.07057730460280989,1.1761748828492862,1.0,-0.05645810767308501,-0.6588356956363222,0.0,0.258669593606482,1.0,102.4,0.04195129187502977,0.05,0.060496578300295756,0.052329297664185814,0.0023292976641858115,0.07046583348777832,1.0,0.018545286425265983,0.4718743183976009,1.0,0.2711700759426896,1.0
1984-03-31,55.1047,0.12233693781860788,0.052277,0.06001724856198232,0.12285430460280988,0.07057730460280989,1.1761748828492862,1.0,-0.062319689256625566,-0.727237194363174,0.0,0.22446884424305608,1.0,102.6,0.045991846090644994,0.05,0.023690916373019233,0.052329297664185814,0.0023292976641858115,0.07046583348777832,1.0,-0.02230092971762576,-0.5674345366702273,0.0,-0.24848435159122445,0.0
1984-04-30,55.4593,0.11869210832754473,0.051272000000000005,0.08001278287807412,0.0595907280646657,0.008318728064665694,0.13863208664565096,1.0,-0.038679325449470614,-0.4513668866977312,0.0,-0.1563674000260401,0.0,103.1,0.04802897417037544,0.044000000000000004,0.06007270928320607,0.04357960378329517,-0.00042039621670483113,-0.012717812008612175,0.0,0.012043735112830634,0.3064460244510189,1.0,0.14686410622120336,1.0
1984-05-31,55.7123,0.11228464019558837,0.051272000000000005,0.056137473560964324,0.0595907280646657,0.008318728064665694,0.13863208664565096,1.0,-0.056147166634624046,-0.6552071812595647,0.0,-0.25828754730695686,0.0,103.4,0.045654539456626786,0.044000000000000004,0.03548182792503085,0.04357960378329517,-0.00042039621670483113,-0.012717812008612175,0.0,-0.010172711531595935,-0.25883888823024204,0.0,-0.1357783501194271,0.0
1984-06-30,55.9079,0.10982420644571977,0.051272000000000005,0.04295386987034666,0.0595907280646657,0.008318728064665694,0.13863208664565096,1.0,-0.06687033657537311,-0.7803407965809984,0.0,-0.3208543549676737,0.0,103.7,0.04235129386921033,0.044000000000000004,0.035377234339116104,0.04357960378329517,-0.00042039621670483113,-0.012717812008612175,0.0,-0.006974059530094223,-0.17745099815465942,0.0,-0.09508440508163579,0.0
1984-07-31,56.0852,0.10709400706437422,0.04999,0.03872627779029347,0.009052550267980575,-0.040937449732019425,-0.6822249788891699,0.0,-0.06836772927408075,-0.7978145625457777,0.0,-0.7400197707174738,0.0,104.1,0.04222370085378557,0.05,0.04728209219062007,0.051095485368066074,0.0010954853680660709,0.033140585989220914,1.0,0.0050583913368345,0.12870790504508883,1.0,0.08092424551715488,1.0
1984-08-31,56.1353,0.0939984737070807,0.04999,0.010772227699135994,0.009052550267980575,-0.040937449732019425,-0.6822249788891699,0.0,-0.0832262460079447,-0.9712054467242427,0.0,-0.8267152128067063,0.0,104.5,0.04205460251292692,0.05,0.04709655619431685,0.051095485368066074,0.0010954853680660709,0.033140585989220914,1.0,0.005041953681389932,0.1282896582042963,1.0,0.0807151220967586,1.0
1984-09-30,56.034,0.08291116156034972,0.04999,-0.021441183979500233,0.009052550267980575,-0.040937449732019425,-0.6822249788891699,0.0,-0.10435234553984996,-1.217735645040123,0.0,-0.9499803119646465,0.0,105.0,0.042926698239428074,0.05,0.05895158194584993,0.051095485368066074,0.0010954853680660709,0.033140585989220914,1.0,0.016024883706421855,0.4077440975010544,1.0,0.22044234174513766,1.0
1984-10-31,55.9427,0.06480356362309059,0.049071,-0.019378143361722278,0.014057873651365904,-0.03501312634863409,-0.5834957854093566,0.0,-0.08418170698481287,-0.9823551615002551,0.0,-0.7829254734548059,0.0,105.3,0.04271332185286414,0.044000000000000004,0.03482965412880801,0.01147764438150789,-0.032522355618492114,-0.9838651928773684,0.0,-0.007883667724056131,-0.20059546390687774,0.0,-0.5922303283921231,0.0
1984-11-30,56.1631,0.054410050782466746,0.049071,0.048314944373067936,0.014057873651365904,-0.03501312634863409,-0.5834957854093566,0.0,-0.006095106409398809,-0.07112660761614654,0.0,-0.3273111965127516,0.0,105.3,0.04258655727367766,0.044000000000000004,0.0,0.01147764438150789,-0.032522355618492114,-0.9838651928773684,0.0,-0.04258655727367766,-1.0835908502895404,0.0,-1.0337280215834543,0.0
1984-12-31,56.2299,0.054753558308350936,0.049071,0.014366454870534673,0.014057873651365904,-0.03501312634863409,-0.5834957854093566,0.0,-0.04038710343781626,-0.47129573563222155,0.0,-0.5273957605207891,0.0,105.3,0.04053105177462801,0.044000000000000004,0.0,0.01147764438150789,-0.032522355618492114,-0.9838651928773684,0.0,-0.04053105177462801,-1.031289676067441,0.0,-1.0075774344724047,0.0
1985-01-31,56.1365,0.050589750170471515,0.036526,-0.019751363225011254,0.013821759565217473,-0.02270424043478253,-0.378367486316546,0.0,-0.07034111339548277,-0.820842891938429,0.0,-0.5996051891274875,0.0,105.5,0.03950672015176537,0.040999999999999995,0.02303162995570851,0.0424447034923483,0.0014447034923483065,0.04370512077365252,1.0,-0.016475090196056863,-0.41919934686001104,0.0,-0.18774711304317926,0.0
1985-02-28,56.3356,0.02823384059348144,0.036526,0.043400663361695235,0.013821759565217473,-0.02270424043478253,-0.378367486316546,0.0,0.015166822768213795,0.17698864947704565,1.0,-0.10068941841975017,0.0,106.0,0.03534523122601918,0.040999999999999995,0.05837815541328517,0.0424447034923483,0.0014447034923483065,0.04370512077365252,1.0,0.02303292418726599,0.5860597217178797,1.0,0.3148824212457661,1.0
1985-03-31,56.4232,0.027359380312246717,0.036526,0.018820017164226766,0.013821759565217473,-0.02270424043478253,-0.378367486316546,0.0,-0.008539363148019952,-0.09964976673490193,0.0,-0.23900862652572397,0.0,106.4,0.03517239263455174,0.040999999999999995,0.04623477793090269,0.0424447034923483,0.0014447034923483065,0.04370512077365252,1.0,0.011062385296350952,0.2814761337120939,1.0,0.1625906272428732,1.0
1985-04-30,56.2716,0.02396755939574491,0.048476,-0.03176983750273599,-0.0023303347219653103,-0.05080633472196531,-0.8466905207829382,0.0,-0.055737396898480895,-0.6504253892319992,0.0,-0.7485579550074687,0.0,106.9,0.03705302583045622,0.036000000000000004,0.05787152432918741,0.04588172253684242,0.009881722536842413,0.29894153313245975,1.0,0.020818498498731186,0.5297149132065433,1.0,0.4143282231695015,1.0
1985-05-31,56.3525,0.01468428648700959,0.048476,0.0173891128368715,-0.0023303347219653103,-0.05080633472196531,-0.8466905207829382,0.0,0.0027048263498619107,0.0315638660811203,1.0,-0.40756332735090894,0.0,107.3,0.03687309139349071,0.036000000000000004,0.04583747847900277,0.04588172253684242,0.009881722536842413,0.29894153313245975,1.0,0.00896438708551206,0.22809375648494953,1.0,0.26351764480870465,1.0
1985-06-30,56.3903,0.011522548707319169,0.048476,0.00807909504578852,-0.0023303347219653103,-0.05080633472196531,-0.8466905207829382,0.0,-0.003443453661530649,-0.04018324881915086,0.0,-0.4434368848010445,0.0,107.6,0.03773351679753745,0.036000000000000004,0.034071556316200846,0.04588172253684242,0.009881722536842413,0.29894153313245975,1.0,-0.0036619604813366013,-0.09317651216081856,0.0,0.10288251048582059,1.0
1985-07-31,56.0242,0.008656177676271914,0.061616,-0.07518449167340657,0.007369058154054198,-0.0542469418459458,-0.9040284384570719,0.0,-0.08384066934967849,-0.9783754360570477,0.0,-0.9412019372570598,0.0,107.8,0.037624425518979265,0.04,0.02253427480688952,0.026277343084275984,-0.013722656915724017,-0.4151373489533457,0.0,-0.015090150712089745,-0.38396034542142654,0.0,-0.39954884718738615,0.0
1985-08-31,56.2533,-0.0010410175907947794,0.061616,0.05019051379351347,0.007369058154054198,-0.0542469418459458,-0.9040284384570719,0.0,0.05123153138430825,0.5978443665441123,1.0,-0.1530920359564798,0.0,108.0,0.03555894650417035,0.04,0.022492039722324053,0.026277343084275984,-0.013722656915724017,-0.4151373489533457,0.0,-0.0130669067818463,-0.3324800485609257,0.0,-0.37380869875713574,0.0
1985-09-30,56.4939,0.0021566346591688212,0.061616,0.052549735721117985,0.007369058154054198,-0.0542469418459458,-0.9040284384570719,0.0,0.050393101061949164,0.5880603364474505,1.0,-0.15798405100481072,0.0,108.3,0.0335089587476014,0.04,0.033847337558533974,0.026277343084275984,-0.013722656915724017,-0.4151373489533457,0.0,0.0003383788109325714,0.008609857357148244,1.0,-0.20326374579809872,0.0
1985-10-31,56.261,0.008267318817501534,0.032386,-0.04836439222410638,0.03962398743945039,0.007237987439450394,0.12062148131853194,1.0,-0.05663171104160791,-0.660861553405553,0.0,-0.27012003604351054,0.0,108.7,0.03144238357429652,0.039,0.04523284778483183,0.03744915500963186,-0.0015508449903681373,-0.046916109751406504,0.0,0.013790464210535314,0.35089055787605766,1.0,0.15198722406232557,1.0
1985-11-30,56.4503,0.0057580964448376015,0.032386,0.04113173682601379,0.03962398743945039,0.007237987439450394,0.12062148131853194,1.0,0.035373640381176186,0.4127913231288051,1.0,0.26670640222366854,1.0,109.0,0.03230308667007664,0.039,0.03362605033259958,0.03744915500963186,-0.0015508449903681373,-0.046916109751406504,0.0,0.0013229636625229357,0.0336620617337729,1.0,-0.006627024008816804,0.0
1985-12-31,57.0454,0.005180143943577464,0.032386,0.13410301593127483,0.03962398743945039,0.007237987439450394,0.12062148131853194,1.0,0.12892287198769736,1.5044604495297251,1.0,0.8125409654241286,1.0,109.3,0.03514817867157327,0.039,0.03353209615144537,0.03744915500963186,-0.0015508449903681373,-0.046916109751406504,0.0,-0.0016160825201279039,-0.04112030519090214,0.0,-0.04401820747115432,0.0
1986-01-31,57.3112,0.014617537422525917,0.032126,0.05736873946942822,-0.034874674766895986,-0.06700067476689599,-1.1165701387757385,0.0,0.042751202046902304,0.49888349257032005,1.0,-0.30884332310270923,0.0,109.6,0.03799259665328236,0.035,0.033438665493996655,-0.018173084256024374,-0.05317308425602438,-1.6085903312517666,0.0,-0.004553931159285707,-0.11587220129908127,0.0,-0.8622312662754239,0.0
1986-02-28,56.9304,0.0210412265906168,0.032126,-0.07688289282979266,-0.034874674766895986,-0.06700067476689599,-1.1165701387757385,0.0,-0.09792411942040946,-1.1427217099002431,0.0,-1.1296459243379908,0.0,109.3,0.03886773518433828,0.035,-0.03235670060594542,-0.018173084256024374,-0.05317308425602438,-1.6085903312517666,0.0,-0.0712244357902837,-1.8122654630992996,0.0,-1.7104278971755331,0.0
1986-03-31,56.5414,0.01070199431858998,0.032126,-0.07898252692087904,-0.034874674766895986,-0.06700067476689599,-1.1165701387757385,0.0,-0.08968452123946902,-1.0465700388109977,0.0,-1.0815700887933681,0.0,108.8,0.031151610124042772,0.035,-0.053534471654766214,-0.018173084256024374,-0.05317308425602438,-1.6085903312517666,0.0,-0.08468608177880899,-2.1547894273930495,0.0,-1.881689879322408,0.0
1986-04-30,56.5654,0.0022643311293055746,0.031869999999999996,0.005105521071537833,-0.0032149969624500896,-0.035084996962450085,-0.5846935133654051,0.0,0.0028411899422322584,0.0331551557282867,1.0,-0.2757691788185592,0.0,108.6,0.022598072391281976,0.032,-0.021837163251563818,0.02598472563132015,-0.0060152743686798515,-0.1819738750284869,0.0,-0.044435235642845794,-1.1306294252343374,0.0,-0.6563016501314122,0.0
1986-05-31,56.685,0.0053865432176276595,0.031869999999999996,0.025669546326294812,-0.0032149969624500896,-0.035084996962450085,-0.5846935133654051,0.0,0.020283003108667153,0.23669171733616148,1.0,-0.17400089801462182,0.0,108.9,0.01594521278262273,0.032,0.03365748549276226,0.02598472563132015,-0.0060152743686798515,-0.1819738750284869,0.0,0.01771227271013953,0.4506787558148833,1.0,0.1343524403931982,1.0
1986-06-30,56.4959,0.0060667912065393015,0.031869999999999996,-0.03930536289730979,-0.0032149969624500896,-0.035084996962450085,-0.5846935133654051,0.0,-0.045372154103849094,-0.5294685908464918,0.0,-0.5570810521059484,0.0,109.5,0.014951968630933399,0.032,0.06815646414033272,0.02598472563132015,-0.0060152743686798515,-0.1819738750284869,0.0,0.05320449550939932,1.3537582800544934,1.0,0.5858922025130032,1.0
1986-07-31,56.8096,0.002045144208928429,0.032126,0.06870440309968262,0.025184902895661,-0.006941097104339003,-0.11567378662993621,0.0,0.06665925889075419,0.7778776337349382,1.0,0.331101923552501,1.0,109.5,0.017706302513808447,0.026000000000000002,0.0,0.025817022139235535,-0.00018297786076446748,-0.005535440002721053,0.0,-0.017706302513808447,-0.45052684754774586,0.0,-0.22803114377523345,0.0
1986-08-31,56.7348,0.014179420718194446,0.032126,-0.015686226698348404,0.025184902895661,-0.006941097104339003,-0.11567378662993621,0.0,-0.02986564741654285,-0.34851601306303504,0.0,-0.23209489984648562,0.0,109.7,0.01581902583785144,0.026000000000000002,0.02213933315039185,0.025817022139235535,-0.00018297786076446748,-0.005535440002721053,0.0,0.0063203073125404075,0.16081664293441092,1.0,0.07764060146584494,1.0
1986-09-30,56.8483,0.008716745397840286,0.032126,0.024272340762022226,0.025184902895661,-0.006941097104339003,-0.11567378662993621,0.0,0.01555559536418194,0.18152541619250392,1.0,0.032925814781283855,1.0,110.2,0.015789805271759993,0.026000000000000002,0.056086772938592766,0.025817022139235535,-0.00018297786076446748,-0.005535440002721053,0.0,0.04029696766683277,1.0253335384117237,1.0,0.5098990492045014,1.0
1986-10-31,57.1179,0.006424406113886727,0.032386,0.05841746377965551,0.07330919907864764,0.04092319907864764,0.6819874909225435,1.0,0.05199305766576878,0.6067309679211289,1.0,0.6443592294218362,1.0,110.3,0.01759713320366907,0.033,0.010943804570161753,0.010933839208640217,-0.022066160791359785,-0.6675447436135254,0.0,-0.006653328633507316,-0.16929018199116208,0.0,-0.41841746280234376,0.0
1986-11-30,57.3826,0.015377915434757305,0.032386,0.057050863113679906,0.07330919907864764,0.04092319907864764,0.6819874909225435,1.0,0.0416729476789226,0.4863008450838994,1.0,0.5841441680032214,1.0,110.4,0.014769829432996984,0.033,0.010933833190031272,0.010933839208640217,-0.022066160791359785,-0.6675447436135254,0.0,-0.0038359962429657113,-0.09760475362942482,0.0,-0.3825747486214751,0.0
1986-12-31,57.8627,0.016666147994242264,0.032386,0.10515113135374077,0.07330919907864764,0.04092319907864764,0.6819874909225435,1.0,0.0884849833594985,1.0325720780899508,1.0,0.8572797845062472,1.0,110.5,0.012893074773999036,0.033,0.01092387996390154,0.010933839208640217,-0.022066160791359785,-0.6675447436135254,0.0,-0.0019691948100974965,-0.05010504758453857,0.0,-0.358824895599032,0.0
1987-01-31,57.6873,0.01445976598436971,0.0,-0.035775386773786,0.04623303102642784,0.04623303102642784,0.7704761489164496,1.0,-0.05023515275815571,-0.5862171648483084,0.0,0.09212949203407056,1.0,111.2,0.011026345541055305,0.0335,0.07872342735835458,0.05918869869352372,0.02568869869352372,0.7771336366699549,1.0,0.06769708181729928,1.722513937370291,1.0,1.249823787020123,1.0
1987-02-28,58.4361,0.006694504455803552,0.0,0.16737968403923165,0.04623303102642784,0.04623303102642784,0.7704761489164496,1.0,0.1606851795834281,1.8751094649203721,1.0,1.322792806918411,1.0,111.6,0.01465868577274354,0.0335,0.04402978376989575,0.05918869869352372,0.02568869869352372,0.7771336366699549,1.0,0.029371097997152207,0.7473309675666852,1.0,0.76223230211832,1.0
1987-03-31,58.5202,0.026618126168691747,0.0,0.017407505849716065,0.04623303102642784,0.04623303102642784,0.7704761489164496,1.0,-0.009210620318975682,-0.1074829762313711,0.0,0.3314965863425392,1.0,112.1,0.021096745374643344,0.0335,0.055108242900645754,0.05918869869352372,0.02568869869352372,0.7771336366699549,1.0,0.03401149752600241,0.8654033075972777,1.0,0.8212684721336163,1.0
1987-04-30,58.8852,0.03512395676127422,0.031869999999999996,0.07746763291704117,0.0717147782834282,0.03984477828342821,0.6640155456971241,1.0,0.04234367615576695,0.49412788500496113,1.0,0.5790717153510426,1.0,112.7,0.030364888273025636,0.035,0.06615326543192013,0.05089904103733023,0.015899041037330225,0.4809772471666785,1.0,0.03578837715889449,0.910615004328109,1.0,0.6957961257473938,1.0
1987-05-31,59.2656,0.04113949575166842,0.031869999999999996,0.08033481732417447,0.0717147782834282,0.03984477828342821,0.6640155456971241,1.0,0.03919532157250605,0.4573882834231436,1.0,0.5607019145601339,1.0,113.1,0.03777972825783538,0.035,0.04343227631483115,0.05089904103733023,0.015899041037330225,0.4809772471666785,1.0,0.0056525480569957764,0.14382588655900524,1.0,0.3124015668628419,1.0
1987-06-30,59.5423,0.04565772162251047,0.031869999999999996,0.05748703732903082,0.0717147782834282,0.03984477828342821,0.6640155456971241,1.0,0.01182931570652035,0.13804174039156464,1.0,0.4010286430443444,1.0,113.5,0.03859404201099248,0.035,0.04327566958957485,0.05089904103733023,0.015899041037330225,0.4809772471666785,1.0,0.00468162757858237,0.11912136442526162,1.0,0.30004930579597006,1.0
1987-07-31,59.956,0.05402746023371208,0.031869999999999996,0.08663710940712721,0.07358750759522859,0.04171750759522859,0.695224688513093,1.0,0.032609649173415134,0.38053703503536884,1.0,0.537880861774231,1.0,113.8,0.036553245578838434,0.0435,0.03218324806336792,0.053920653279813324,0.010420653279813327,0.3152452475866222,1.0,-0.004369997515470514,-0.11119211381941667,0.0,0.10202656688360276,1.0
1987-08-31,60.4517,0.05549273350038786,0.031869999999999996,0.1038508847232642,0.07358750759522859,0.04171750759522859,0.695224688513093,1.0,0.048358151222876344,0.5643135683025857,1.0,0.6297691284078394,1.0,114.4,0.039288151118003656,0.0435,0.06513620930200403,0.053920653279813324,0.010420653279813327,0.3152452475866222,1.0,0.025848058184000378,0.6576892131932534,1.0,0.4864672303899378,1.0
1987-09-30,60.6087,0.06560773767694217,0.031869999999999996,0.03161442345313126,0.07358750759522859,0.04171750759522859,0.695224688513093,1.0,-0.03399331422381091,-0.39668366062338434,0.0,0.14927051394485435,1.0,115.0,0.04286360188128757,0.0435,0.06478467222047679,0.053920653279813324,0.010420653279813327,0.3152452475866222,1.0,0.02192107033918922,0.557769229746605,1.0,0.4365072386666136,1.0
1987-10-31,61.4886,0.06624027127184395,0.03137,0.18881871281980978,0.10291641678575947,0.07154641678575946,1.1923251936986912,1.0,0.12257844154796582,1.4304243648210364,1.0,1.3113747792598638,1.0,115.3,0.04357763674016413,0.043,0.03175742583130359,0.013985801740846293,-0.029014198259153703,-0.8777365361011322,0.0,-0.01182021090886054,-0.3007585775723309,0.0,-0.5892475568367316,0.0
